Name,Therapeutic Action,DOI,Chemical Name,title,References
CC- 41a.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin71,CC- 41a.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 41b.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin72,CC- 41b.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 41c.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin73,CC- 41c.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 42a.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin74,CC- 42a.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 42b.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin75,CC- 42b.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 43.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin76,CC- 43.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 44.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin77,CC- 44.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 45.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin78,CC- 45.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 47.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin79,CC- 47.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 49.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin80,CC- 49.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 51.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin81,CC- 51.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 55.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin82,CC- 55.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 56.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin83,CC- 56.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 57.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin84,CC- 57.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 58.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin85,CC- 58.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 59.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin86,CC- 59.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 60.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin87,CC- 60.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 61.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin88,CC- 61.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 62.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin89,CC- 62.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 63.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin90,CC- 63.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 64.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin91,CC- 64.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 65.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin92,CC- 65.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 66.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin93,CC- 66.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 67.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin94,CC- 67.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 68a.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin95,CC- 68a.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 68b.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin96,CC- 68b.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 68c.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin97,CC- 68c.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 69.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin98,CC- 69.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 70a.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin99,CC- 70a.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 70b.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin100,CC- 70b.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 70c.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin101,CC- 70c.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 70d.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin102,CC- 70d.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 70e.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin103,CC- 70e.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 70f.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin104,CC- 70f.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 70g.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin105,CC- 70g.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 71.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin106,CC- 71.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 72.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin107,CC- 72.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 73.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin108,CC- 73.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 74.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin109,CC- 74.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 78.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin110,CC- 78.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 79.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin111,CC- 79.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 81.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin112,CC- 81.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 82.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin113,CC- 82.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 83a.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin114,CC- 83a.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 83b.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin115,CC- 83b.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 84.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin116,CC- 84.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 85.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin117,CC- 85.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 86.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin118,CC- 86.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 87.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin119,CC- 87.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 88a.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin120,CC- 88a.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 88b.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin121,CC- 88b.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 88c.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin122,CC- 88c.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 88d.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin123,CC- 88d.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 89.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin124,CC- 89.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
CC- 90.mol,anticancer,https://doi.org/10.1016/j.ejmcr.2022.100038,Coumarin125,CC- 90.mol,https://www.sciencedirect.com/science/article/pii/S2772417422000103?via%3Dihub
cuma_6a,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin126,cuma_6a,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma_6b,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin127,cuma_6b,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma_6c,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin128,cuma_6c,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma6d,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin129,cuma6d,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma6e,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin130,cuma6e,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma7a,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin131,cuma7a,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma7b,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin132,cuma7b,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma7c,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin133,cuma7c,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma12a,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin134,cuma12a,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma12b,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin135,cuma12b,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma12c,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin136,cuma12c,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma16a,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin137,cuma16a,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma16b,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin138,cuma16b,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma16c,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin139,cuma16c,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma20a,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin140,cuma20a,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
cuma20b,carbonic anhydrase inhibitors,https://doi.org/10.1080/14756366.2023.2185760,Coumarin141,cuma20b,https://www.tandfonline.com/doi/full/10.1080/14756366.2023.2185760
